0	3932	1
0	28785	1
0	1175	1
0	21350	1
1	4044	1
1	8096	1
1	18326	1
1	18567	1
2	36144	1
2	32016	1
2	50085	1
2	50351	1
3	1110	1
3	6730	1
3	3494	1
3	3474	1
3	22263	1
4	23468	1
4	5825	1
4	6709	1
4	30403	1
4	2261	1
5	250	1
5	3814	1
5	240	1
5	28178	1
5	29734	1
5	678	1
6	39818	1
6	48416	1
6	8154	1
6	31563	1
6	16792	1
7	18008	1
7	7602	1
7	33989	1
7	17703	1
7	16936	1
8	1939	1
8	5390	1
8	21978	1
8	26313	1
9	20675	1
9	16061	1
9	3033	1
9	32330	1
9	14491	1
10	40275	1
10	39041	1
10	19376	1
10	34416	1
10	7097	1
10	40004	1
10	2326	1
11	47129	1
11	37546	1
11	45322	1
11	11831	1
12	3110	1
12	17664	1
12	4387	1
12	16585	1
12	4278	1
12	27040	1
12	49536	1
12	36987	1
13	44691	1
13	1126	1
13	34098	1
13	39727	1
13	13445	1
13	467	1
13	33635	1
13	5251	1
13	20008	1
13	2836	1
13	39724	1
14	23866	1
14	27437	1
14	38031	1
14	8288	1
14	22050	1
14	47403	1
14	467	1
14	18727	1
15	26942	1
15	47459	1
15	6634	1
15	51102	1
15	24758	1
15	47656	1
16	16452	1
16	5311	1
16	25749	1
16	20191	1
16	47707	1
16	37123	1
16	49827	1
16	47058	1
16	47059	1
17	22497	1
17	33697	1
17	24025	1
17	24662	1
18	1358	1
18	25010	1
18	41283	1
18	27128	1
19	36484	1
19	36381	1
19	17731	1
19	40855	1
19	42891	1
20	49225	1
20	1309	1
20	37209	1
20	41513	1
20	20142	1
20	12866	1
20	3364	1
20	42249	1
20	19172	1
21	4600	1
21	49978	1
21	32115	1
21	44478	1
22	18726	1
22	1190	1
22	44832	1
22	45185	1
22	7965	1
22	14273	1
22	40314	1
23	11815	1
23	243	1
23	933	1
23	23558	1
24	2274	1
24	4446	1
24	18147	1
24	18117	1
24	10729	1
24	6146	1
24	24583	1
25	42176	1
25	32612	1
25	859	1
25	40735	1
25	26274	1
25	31959	1
25	25719	1
25	32619	1
25	38983	1
25	14728	1
25	1397	1
25	7281	1
25	44891	1
25	7698	1
25	14485	1
25	7785	1
26	20043	1
26	26414	1
26	2399	1
26	28753	1
26	37271	1
27	10621	1
27	4510	1
27	36608	1
27	23909	1
27	23904	1
28	22093	1
28	28537	1
28	28534	1
28	40459	1
28	19870	1
28	25075	1
28	21431	1
28	37287	1
28	4668	1
28	21496	1
28	7722	1
28	26841	1
28	38973	1
28	6192	1
29	19489	1
29	16278	1
29	10788	1
29	10420	1
29	13620	1
29	3122	1
29	932	1
29	13039	1
30	34628	1
30	14347	1
30	7779	1
30	16648	1
30	14591	1
30	32140	1
30	1532	1
30	9745	1
30	28459	1
31	31759	1
31	11048	1
31	10651	1
31	38628	1
31	10985	1
32	31240	1
32	20572	1
32	12718	1
32	20036	1
32	51635	1
33	17507	1
33	15906	1
33	17475	1
33	19215	1
33	26874	1
34	11202	1
34	211	1
34	1034	1
34	1926	1
34	31272	1
34	43635	1
34	5760	1
34	8760	1
34	46072	1
34	50789	1
34	30659	1
34	1031	1
34	7406	1
34	8759	1
34	49389	1
34	46073	1
34	1108	1
35	16517	1
35	29903	1
35	29872	1
35	3541	1
36	16495	1
36	6495	1
36	40677	1
36	2919	1
36	7050	1
36	34909	1
36	51446	1
36	49193	1
36	40102	1
36	50965	1
